Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
1024,13741055,"ELEN4025A - Group 3","2025-05-05 20:43:16",0.79186,30,"faadhilmohamed,mkudia,yasteel"
1025,13364292,"Glen McKenzie","2025-05-05 15:12:56",0.79186,31,glenmckenzie
1026,4450271,"Tarun Sharma #4","2025-05-02 07:52:18",0.79186,1,brownsloth18
1027,13750167,"Mfaniseni Thusi","2025-05-05 22:29:51",0.79186,14,mfanisenithusi
1028,13757188,"Paul Tongyoo","2025-05-31 02:13:18",0.79186,65,paultongyoo
1029,10016292,"Иван Третьяков","2025-05-31 12:16:44",0.79186,26,hopeofchange
1030,13762809,zyc218,"2025-05-03 09:06:46",0.79186,1,zyc218
1031,7054516,"Nicolas Pava","2025-05-05 09:45:21",0.79186,17,nicolaspava
1032,13765028,"Aaliyah Noorbhai","2025-05-05 18:21:16",0.79186,11,anoorbhai
1033,13270558,"David Lee #9","2025-05-12 19:28:57",0.79186,20,ucdl2020
1034,13763925,"Ryota Nakajima","2025-05-04 08:04:46",0.79186,10,nryota1020
1035,13266482,LorenaVWang,"2025-05-05 00:29:43",0.79186,16,lorenavwang
1036,13761947,"Jeff Rhatigan","2025-05-05 00:44:24",0.79186,19,jeffrhatigan
1037,13764721,"Aditya Prabhu #4","2025-05-05 07:17:42",0.79186,14,adi14041999
1038,13768382,ibbvOff,"2025-05-05 08:16:02",0.79186,6,ibbvoff
1039,13772407,sevenee,"2025-05-05 15:13:33",0.79186,2,sevenee
1040,13773292,"Enkhbayar Ganbold","2025-05-06 01:47:32",0.79186,9,enkhbayarganbold
1041,13775050,koyappe,"2025-05-06 06:24:40",0.79186,10,koyappe
1042,13759194,ddawewr,"2025-05-06 08:28:57",0.79186,20,ddawewr
1043,13777328,"Donggua Yu","2025-05-07 07:42:50",0.79186,5,dongguayu
1044,13778854,"Lucas Teodoro Nunes","2025-05-12 15:28:07",0.79186,14,lucasteodoronunes
1045,13779154,Gabriel-Farias-06,"2025-05-26 17:46:31",0.79186,8,gabrielfarias06
1046,13773771,"Kellen Sullivan","2025-05-06 20:34:44",0.79186,14,kellensullivan
1047,13779369,"Nui Ruppert","2025-05-06 22:11:46",0.79186,4,nuiruppert
1048,13783344,Masixun,"2025-05-07 08:08:01",0.79186,1,masixun
1049,13749935,"Juugii Enkhee","2025-05-31 16:38:44",0.79186,63,juugiienkhee
1050,13736980,mmakoto623,"2025-05-07 14:42:36",0.79186,5,mmakoto623
1051,13718773,"Polyvios Liosis","2025-05-07 16:34:15",0.79186,28,polyviosliosis
1052,13759516,"lily ok12","2025-05-08 18:58:34",0.79186,39,lilyok12
1053,13763528,"Ines BOUZRAA","2025-05-08 12:04:34",0.79186,18,inesbouzraa
1054,13773435,"Insaf BELARBI","2025-05-20 11:44:27",0.79186,35,insafbelarbi
1055,13764937,"Yousra Aissa01","2025-05-17 22:23:35",0.79186,36,yousraaissa01
1056,13772433,Lil12358,"2025-05-08 19:04:56",0.79186,24,lil12358
1057,13792013,ChocolateChipPizza,"2025-05-08 22:01:24",0.79186,10,chocolatechippizza
1058,13793162,자일리톨앞니,"2025-05-09 07:41:50",0.79186,10,kicdbman
1059,13775284,"green green Otter","2025-05-11 00:36:05",0.79186,50,greengreenotter
1060,13795387,coconutfish,"2025-05-09 14:19:59",0.79186,1,coconutyi
1061,13520754,"way data2","2025-05-28 12:16:06",0.79186,64,waydata2
1062,13799861,"Ibrahim Elorch","2025-05-10 16:53:58",0.79186,3,ibrahimelorch
1063,13802670,"Ved Thorat","2025-05-18 10:55:18",0.79186,11,aceninja
1064,13803335,天行空吱吱吱,"2025-05-11 15:47:47",0.79186,2,z2053632001
1065,13805530,"Edward Yuen","2025-05-12 05:37:57",0.79186,1,edwardyuen2
1066,13807223,KeyingLi08,"2025-05-12 11:36:20",0.79186,1,keyingli08
1067,13796492,"Miguel Candido","2025-05-12 17:55:11",0.79186,13,miguelcandido
1068,13807823,"Lyrics Maker","2025-05-12 13:50:30",0.79186,1,lyricsmaker
1069,13808239,"Lucas Nunes240","2025-05-12 16:03:51",0.79186,8,lucasnunes240
1070,13808962,"Mark R 303","2025-05-25 01:39:20",0.79186,16,markr303
1071,13809909,"SUPREME BHANDARI","2025-05-13 02:21:03",0.79186,1,supremebhandari
1072,13587585,"nomeniavo itokiana","2025-05-13 08:31:55",0.79186,14,nomeniavoitokiana
1073,13653195,thiagogyn,"2025-05-14 21:04:40",0.79186,32,thiagogyn
1074,13812690,"Rihab EL OUAFI","2025-05-14 13:44:37",0.79186,3,rihabelouafi
1075,13815381,"Jim Singh","2025-05-14 03:57:07",0.79186,2,jimsingh
1076,13812913,"Koushik Reddy09098","2025-05-14 07:54:48",0.79186,16,koushikreddy09098
1077,13817339,lancycool,"2025-05-15 11:25:13",0.79186,9,lancycool
1078,13813740,"Philip Münster-Hansen","2025-05-14 18:39:03",0.79186,2,philipmnsterhansen
1079,13718936,free132max,"2025-05-15 00:39:03",0.79186,14,free132max
1080,13823091,"Transverse King","2025-05-19 13:25:13",0.79186,13,transverseking
1081,287515,JavierPH,"2025-05-18 01:53:47",0.79186,70,javierph
1082,13827135,"Yakoub Derbala","2025-05-16 04:42:09",0.79186,8,yakoubeth
1083,12915504,"Paras Pipre","2025-05-16 07:19:17",0.79186,2,paraspipre
1084,11262168,QianmeiYang01,"2025-05-16 07:52:02",0.79186,3,meii01
1085,12663453,T.Tominaga,"2025-05-17 09:29:56",0.79186,23,ttominaga
1086,13778681,"Amin Nsri","2025-05-16 14:21:58",0.79186,7,aminnsri
1087,13830869,"Simranjit Kaur","2025-05-17 10:08:06",0.79186,6,simran1230
1088,955026,"Maria Zhigalova .","2025-05-20 07:32:20",0.79186,53,mariazhigalova
1089,13833928,MelvinBZL,"2025-05-17 09:46:53",0.79186,2,melvinbzl
1090,13836197,"Mahsa Hr","2025-05-17 19:49:49",0.79186,2,mahsahr
1091,13838092,"Yuran Chen1","2025-05-18 15:32:10",0.79186,10,yuranchen1
1092,13843316,01520410,"2025-05-19 10:53:03",0.79186,9,evangelineolivia
1093,6182419,"Konstantin Phd","2025-05-19 21:00:43",0.79186,3,konstantinphd
1094,10310882,fintechKaggle,"2025-05-25 14:33:13",0.79186,18,fintechkaggle
1095,13850537,t0sborn,"2025-05-23 05:56:17",0.79186,11,t0sborn
1096,13853514,"Weiming You","2025-05-21 08:06:41",0.79186,1,davidyou2003
1097,13857050,"tai end","2025-05-22 01:38:43",0.79186,1,taiend
1098,13857003,imgrqb,"2025-05-22 07:11:25",0.79186,8,imgrqb
1099,11722649,"eri horisawa","2025-05-23 02:10:05",0.79186,17,e20240206
1100,12494376,"Samanyu K","2025-05-22 07:37:32",0.79186,6,samanyuk
1101,13862317,"Sanchari Ray #2","2025-05-22 22:35:11",0.79186,1,sanchariray19
1102,13863416,pu2rile,"2025-05-23 06:20:23",0.79186,6,pu2rile
1103,13863771,duyugiegie,"2025-05-23 06:58:43",0.79186,1,duyugiegie
1104,13854365,"Shuo Bao","2025-05-23 12:00:42",0.79186,6,chocolatebs
1105,13733371,原優水輝,"2025-05-26 09:54:06",0.79186,27,y62h34yh
1106,13790813,"Prajwal Nazre","2025-05-31 15:36:00",0.79186,45,prajwalnazre
1107,13867316,Lianafan,"2025-05-24 07:38:45",0.79186,10,lianafan
1108,13867907,SHANG,"2025-05-27 00:52:43",0.79186,28,sourcelife001
1109,13871393,CustardWh1pp,"2025-06-02 12:14:55",0.79186,25,custardwh1pp
1110,13877875,DosSantosLukombo333,"2025-05-26 12:26:00",0.79186,1,dossantoslukombo333
1111,13878957,"Ilia Leonov","2025-05-26 16:45:12",0.79186,1,ilialeonov
1112,13846506,GB_Digital,"2025-06-02 07:56:51",0.79186,67,gbdigital
1113,13880286,wattbotark,"2025-05-27 03:03:26",0.79186,6,wattbotark
1114,13876784,對馬健人,"2025-05-27 05:26:13",0.79186,11,ttttttttmk
1115,13881623,kimhaewon,"2025-05-27 08:38:01",0.79186,1,kimhaewon
1116,13863755,asyoulikeit,"2025-05-30 03:16:56",0.79186,21,asyoulikeit
1117,13864190,pinacol,"2025-05-30 06:53:06",0.79186,9,pinacol
1118,11807290,"Věra Olejníková","2025-06-02 19:09:04",0.79186,21,vraolejnkov
1119,13405456,XiaojieSAMA,"2025-05-27 13:29:32",0.79186,1,xiaojiesama
1120,13865919,puki.,"2025-05-27 14:49:00",0.79186,10,goshiryoutarou
1121,13769067,"Iris Yu #3","2025-06-02 01:28:20",0.79186,9,iris2009
1122,13871336,"Wanwan Li","2025-05-31 07:16:58",0.79186,39,wanwanwwwwww
1123,13883652,"RAHUL V S","2025-05-30 13:21:50",0.79186,20,rahulvenu13
1124,13771837,Juugii,"2025-05-31 16:51:55",0.79186,21,juugii
1125,13784478,"YU-SHUN LIN (Max)","2025-05-28 12:34:33",0.79186,21,yushunlinmax
1126,13800941,Amaa_Batja,"2025-05-31 04:12:34",0.79186,56,amaabatja
1127,13833809,maeda,"2025-05-29 14:49:19",0.79186,15,maeda222
1128,13845767,"alessia akolanko","2025-05-30 08:46:46",0.79186,23,alessiaakolanko
1129,13892144,vozerVZ,"2025-05-29 09:19:26",0.79186,1,vozervz
1130,13892468,"Krishna Thakur","2025-05-29 10:54:04",0.79186,5,krishnathakursamsung
1131,13871045,anotherI,"2025-06-01 07:59:15",0.79186,37,anotheri
1132,13847771,"goden state warriors","2025-06-03 07:41:05",0.79186,21,godenstatewarriors
1133,13888540,rohankharche34,"2025-05-31 17:34:57",0.79186,6,rohankharche34
1134,13906164,Saket035,"2025-05-31 19:21:55",0.79186,3,saket035
1135,13908436,YongJeongKim53,"2025-06-01 08:17:02",0.79186,1,yongjeongkim53
1136,13880751,陈ccc112,"2025-06-03 07:21:26",0.79186,12,ccc1122
1137,13910167,SuperbabyDRAGON,"2025-06-01 16:03:23",0.79186,3,superbabydragon
1138,48305,"Nikos Kourounis","2025-06-01 21:02:43",0.79186,16,nikoskourounis
1139,13251874,"Kemal Musab Dayioglu","2025-06-02 12:31:25",0.79186,25,kemalmusabdayioglu
1140,13914315,"Jimmy Kimball","2025-06-03 09:37:15",0.79186,15,jimmykimball
1141,13711930,"Ruihong Li567","2025-06-03 07:41:30",0.79186,21,ruihongli567
1142,13918569,JRinda,"2025-06-03 09:19:38",0.79186,10,jrinda
1143,13834290,"Paul Valase","2025-06-03 12:05:00",0.79186,18,paulvalase
1144,13885846,aliang1215,"2025-06-03 15:25:50",0.79186,14,aliang1215
1145,13916495,"Marco Kraemer","2025-06-03 15:13:10",0.79186,11,marcokraemer
1146,13578424,"Igor #18","2025-04-04 17:46:24",0.78947,4,igormichalskii
1147,13599200,dengai123,"2025-04-17 05:06:52",0.78947,34,dengai123
1148,13612474,ryanadamsai,"2025-04-04 22:55:27",0.78947,4,ryanadamsai
1149,13614689,黃鈺婷jasmine,"2025-04-09 07:43:53",0.78947,18,jasmine730
1150,13351881,jobayer2671,"2025-04-07 07:56:26",0.78947,40,jobayer2671
1151,13615490,"Chandram Dutta","2025-04-05 09:59:49",0.78947,3,chandramdutta
1152,12862174,SparshJoshi_iit,"2025-04-05 18:33:31",0.78947,1,sparshjoshiiit
1153,13619060,MoonYin,"2025-04-06 03:22:10",0.78947,10,annasyin
1154,13621685,"sjaipjwp ","2025-04-06 13:51:52",0.78947,1,sjaipjwp
1155,13589393,AndaCondaa,"2025-04-15 16:50:37",0.78947,21,damiroan
1156,13597367,"Hà Đức Long - B23DCAT171","2025-04-12 03:31:56",0.78947,33,hclongb23dcat171
1157,4982608,"Ying Jie Tsai","2025-04-07 10:44:02",0.78947,10,yingjietsai
1158,13628239,kimchaewon520,"2025-04-07 15:19:23",0.78947,1,kimchaewon520
1159,13628607,trigo,"2025-04-07 16:16:29",0.78947,1,trigoani
1160,13257282,"DIPESH LOHCHAB","2025-04-13 07:15:08",0.78947,12,dipeshlohchab
1161,13634887,Pengking_,"2025-04-08 15:58:11",0.78947,2,pengkin
1162,13635344,"Amey Joshi","2025-04-08 18:07:49",0.78947,3,ameyjoshis1
1163,13639996,glebresepti,"2025-04-10 19:58:48",0.78947,13,glebresepti
1164,13643630,"[Deleted] 34e0b697-f099-4262-abf9-0f0b6ee8d0ae","2025-04-09 20:37:27",0.78947,10,del=265dfcbdc749cf22
1165,13292852,"Daozhu Zhou","2025-04-09 22:27:14",0.78947,2,daozhuzhou
1166,13598228,"Maa Nayakudu","2025-04-10 22:51:36",0.78947,10,maanayakudu
1167,13590534,"Viacheslav Skorokhod","2025-04-10 09:38:40",0.78947,3,viacheslavskorokhod
1168,13649989,"Aranea Umbra","2025-04-17 07:22:51",0.78947,5,araneaumbra
1169,13597751,Tanh2405,"2025-04-11 14:00:22",0.78947,14,tanh2405
1170,13651581,"daiki 2020","2025-04-10 15:14:39",0.78947,5,daiki2020
1171,13651844,"Janek Suchyta","2025-04-13 11:41:07",0.78947,4,janeksuchyta
1172,13636562,b07201015_我不會數學==,"2025-04-10 15:55:03",0.78947,13,b07201015
1173,13653434,"Udaykiran sirigiri","2025-04-11 02:53:10",0.78947,16,udaykiransirigiri
1174,13653563,"ESHA BAKARAM","2025-04-11 00:19:04",0.78947,6,eshabakaram
1175,13653594,"Udaykiran Sirigiri 888","2025-04-11 02:54:29",0.78947,10,udaykiransirigiri888
1176,13652654,"Esha reddy Bakaram","2025-04-17 04:42:14",0.78947,16,eshareddybakaram
1177,13653402,"Bakaram esha Reddy","2025-04-11 01:17:08",0.78947,17,bakarameshareddy
1178,13654163,"Usama Imran","2025-04-11 03:39:35",0.78947,2,meetusama
1179,13654196,"ONYEDIKACHI IKENNA ONWURAH","2025-04-25 13:01:23",0.78947,16,drglazcode
1180,13654221,"Manuel D. Q. G.","2025-04-23 01:46:01",0.78947,18,manueldqg
1181,13654747,"Michal Skib","2025-04-11 06:56:06",0.78947,6,michalskib
1182,13622185,"Sacha Edery","2025-04-11 11:06:37",0.78947,6,sachaedery
1183,13626804,"Daniel Suu","2025-04-12 05:00:43",0.78947,5,danielsuu
1184,13616572,yagamit,"2025-04-11 13:40:49",0.78947,7,takatoshiyagami
1185,13444698,zfChen11,"2025-04-20 10:44:05",0.78947,2,zfchen11
1186,13342559,"TARIQ SUHAIB AHMAD","2025-04-14 00:59:44",0.78947,13,tariqsuhaibahmad
1187,13632352,"Ahmed al-ali","2025-04-24 13:40:52",0.78947,48,ahmedalali9402
1188,13613521,"Gustavo DFDuarte","2025-04-13 04:23:01",0.78947,9,gustavodfduarte
1189,13503978,"ketone zhang","2025-04-16 17:49:07",0.78947,8,ketonezhang
1190,13664324,tralalalerotralalala,"2025-04-13 07:55:12",0.78947,2,tralalalerotralalala
1191,13665901,seoyoungida,"2025-04-13 14:24:10",0.78947,1,seoyoungida
1192,13464808,"R Ajay Kumar12","2025-04-13 17:00:16",0.78947,18,rajaykumar12
1193,13666754,"[Deleted] 67a90fb1-88e8-419d-9f84-44c08f77fe6a","2025-04-13 20:14:19",0.78947,3,del=66081101ad2b5dea
1194,13666863,"Thirukkumaran Chandraseker","2025-04-13 19:58:38",0.78947,9,knockthiru
1195,13667095,"Alaa Abdelhakeem","2025-04-13 20:17:29",0.78947,1,alaaelshaer22
1196,13292592,"Belinda McDowell","2025-04-14 00:55:01",0.78947,4,belindamcdowell
1197,13662822,"Léonard Havet","2025-04-14 11:53:23",0.78947,26,lonardhavet
1198,13609197,"NIMUBONA Julien","2025-04-14 13:50:38",0.78947,3,nimubonajulien
1199,13273783,RahulS,"2025-04-14 19:51:05",0.78947,10,singhrp2
1200,11750983,noriega,"2025-04-29 12:33:02",0.78947,12,mnoriega96
1201,565218,Samson,"2025-04-15 01:45:58",0.78947,2,samsonyuen
1202,13273753,"Yeva Ro","2025-04-15 03:02:53",0.78947,5,yevaro
1203,13673957,swaglee,"2025-04-15 03:26:13",0.78947,1,swaglee
1204,13668640,"Majo Teran","2025-04-16 17:02:19",0.78947,22,mariajoseteran
1205,13548919,uscbchris,"2025-04-26 14:57:41",0.78947,43,uscbchris
1206,13277361,"Alora Kelley","2025-04-17 05:38:42",0.78947,20,alorakelley
1207,13517748,"Marcelo Cunningham","2025-04-16 23:19:07",0.78947,2,marcelocunningham
1208,13599885,futa1006,"2025-04-21 02:24:00",0.78947,9,futa1006
1209,13684540,"hung penhsien","2025-04-29 07:55:20",0.78947,6,hungpenhsien
1210,13684276,"Shinichi Sazawa","2025-04-18 05:59:19",0.78947,7,shinichisazawa
1211,13420070,"jihua zhangzz","2025-04-17 09:16:59",0.78947,5,jihuazhangzz
1212,13685336,"YOUNG NA","2025-04-17 06:49:05",0.78947,3,young2e22
1213,13660632,julian_05,"2025-04-17 07:09:52",0.78947,8,julian05
1214,13669979,"Jan Lukas Roth #2","2025-04-17 07:30:01",0.78947,32,bloodakatsuki
1215,13648580,"Jan Lukas Roth","2025-04-17 07:50:35",0.78947,10,janlukasroth
1216,13650062,ThePotatoe,"2025-04-17 08:01:05",0.78947,15,thepotatoe2
1217,13685706,btnEPVx9YbuhrKW,"2025-04-17 09:08:25",0.78947,6,btnepvx9ybuhrkw
1218,13685955,fabi.sch03,"2025-04-17 08:53:17",0.78947,1,fabisch03
1219,13678156,mairamsi,"2025-04-17 18:01:24",0.78947,6,mairamsi
1220,13653970,"BUSHRA AKBER","2025-04-17 21:17:05",0.78947,8,bushraakber
1221,13688905,logofomo,"2025-04-17 21:20:58",0.78947,1,logofomo
1222,13685051,"Leslie Sias","2025-05-13 00:23:06",0.78947,39,lesliesias
1223,13691646,23030712003谭洪飞,"2025-04-18 09:52:04",0.78947,3,lailelaile
1224,13480575,"Keita Nakano #3","2025-04-30 14:00:17",0.78947,46,nknkitkgl
1225,13695717,Jessy0,"2025-04-19 06:44:19",0.78947,1,jessy0
1226,13694985,"Colton Starkey","2025-04-19 20:43:26",0.78947,5,coltonstarkey
1227,13698808,"Jackson Meier","2025-04-19 21:40:35",0.78947,4,jacksonmeier12
1228,13375389,"Kamila Akmatova","2025-04-20 14:25:56",0.78947,9,kamilaakmatova
1229,13524694,"Doom Graham","2025-04-21 03:05:56",0.78947,1,doomgraham
1230,13326834,20220920101001,"2025-04-21 03:25:23",0.78947,17,fakharasif
1231,13704060,Sev7en_1,"2025-04-23 02:59:28",0.78947,14,sev7en1
1232,13704578,"[Deleted] 7dabab1b-a04e-4419-8a69-ba34362cf124","2025-04-21 06:51:42",0.78947,1,del=db10424cd758e677
1233,13704968,feisen999,"2025-04-21 10:04:00",0.78947,10,feisen999
1234,13706769,astik13aw,"2025-04-21 15:12:06",0.78947,1,astik13aw
1235,13706286,"Xu Fu66","2025-04-22 11:29:20",0.78947,4,xufu66
1236,13709713,Kanedai,"2025-04-22 07:16:00",0.78947,2,kanedai
1237,13711188,Qaz178640,"2025-04-22 11:21:37",0.78947,1,qaz178640
1238,13712926,Jellydeano75,"2025-04-22 19:59:39",0.78947,7,jellydeano75
1239,13713432,"Jan Kociszewski","2025-04-22 22:55:00",0.78947,7,jankociszewski
1240,13714949,"Md. Tanziar Rahman","2025-04-29 08:31:09",0.78947,42,mdtanziarrahman
1241,13710168,njuse52,"2025-04-23 06:31:53",0.78947,3,njuse52
1242,13714991,test042125,"2025-04-24 02:00:22",0.78947,11,test042125
1243,13531775,"es D","2025-04-23 18:00:24",0.78947,4,des0116
1244,13269775,m0STan,"2025-04-23 17:23:03",0.78947,2,m0stan
1245,13710057,"Kyoung-hoon Kim","2025-04-24 00:22:37",0.78947,11,qkhoon
1246,11300088,"takahiro Oishi","2025-04-24 08:22:34",0.78947,2,tkhroishi
1247,13721575,"Cinar Ogut","2025-04-24 11:36:43",0.78947,2,cinarogut
1248,13256245,fakeuserforcollege,"2025-04-24 13:40:24",0.78947,19,fakeuserforcollege
1249,13721053,"Marta #5","2025-04-24 14:28:12",0.78947,3,martateslitska
1250,13544044,SangGH,"2025-04-25 13:46:50",0.78947,6,sanggh
1251,13725788,BartoszKsiazek,"2025-04-25 09:51:19",0.78947,2,bartoszksiazek
1252,2059780,elvisfan0987,"2025-04-25 10:15:04",0.78947,6,elvisfan0987
1253,13727933,"Mukitar Seid Abebe","2025-04-25 17:52:44",0.78947,9,mukitarseidabebe
1254,13726477,llkh0a,"2025-04-26 16:04:09",0.78947,5,llkh0a
1255,13720263,"Mirazul Islam #2","2025-04-26 11:39:04",0.78947,29,mirazul687
1256,461290,ishida,"2025-05-01 14:22:11",0.78947,18,aababc
1257,13710276,"Serhii Illarionov","2025-04-27 14:33:28",0.78947,12,mrwoodstock
1258,13529319,helloimgnud,"2025-04-27 14:44:09",0.78947,6,helloimgnud
1259,13500751,"Daniel Scheer","2025-04-27 15:53:04",0.78947,44,danielscheer
1260,13736078,PeteeG,"2025-04-27 20:59:07",0.78947,1,peteeg
1261,13699490,"Ieman Ihsan","2025-04-28 04:16:28",0.78947,13,iemanihsan
1262,13740461,alech,"2025-04-29 00:28:45",0.78947,5,alech75
1263,13741550,jinusun,"2025-04-29 01:38:19",0.78947,5,jinusun
1264,13741713,PaysonC,"2025-04-29 02:20:44",0.78947,1,paysonc
1265,13743714,"Suman Paul","2025-04-29 08:15:46",0.78947,1,sumanpaul69
1266,13744824,"Ria Singh","2025-04-30 05:02:53",0.78947,8,ria0829
1267,13744935,geoff01,"2025-04-29 13:18:25",0.78947,1,geoff01
1268,13722378,夏功勋123,"2025-04-29 15:07:56",0.78947,5,xiaxunxxx
1269,4607907,"Catalina Naranjo","2025-04-29 22:43:47",0.78947,4,catalinanaranjo
1270,13748465,"Siddharth Kumkale","2025-04-30 07:10:27",0.78947,1,siddharthkumkale
1271,13749856,"SenMing Li","2025-04-30 13:23:44",0.78947,2,senmingli
1272,13750472,"Glen Mckenzie","2025-05-01 09:57:20",0.78947,17,glenxmckenzie
1273,13751204,"Brian Cohn","2025-04-30 20:37:56",0.78947,4,briancohn1234
1274,13747596,上川遼馬,"2025-04-30 23:45:40",0.78947,7,ryomahiro
1275,13260417,"Juana Zhang","2025-05-04 23:09:17",0.78947,10,juanazhang
1276,13748139,kt1000d,"2025-05-02 05:28:02",0.78947,2,kt1000d
1277,13749801,"Leia Singh","2025-05-05 15:07:12",0.78947,29,leiasingh
1278,13759187,captainwhitezy,"2025-05-03 00:35:29",0.78947,3,captainwhitezy
1279,13755079,"Jonathan Faller","2025-05-03 09:28:14",0.78947,27,jonathanfaller
1280,13764772,kd8213,"2025-05-03 21:18:25",0.78947,3,kd8213
1281,13764751,Whynotistaken,"2025-05-21 19:11:15",0.78947,14,whynotistaken
1282,13768380,skiller,"2025-05-04 21:28:46",0.78947,7,arjunfan
1283,13757463,Venessaxinzi,"2025-05-05 00:13:37",0.78947,16,venessaxinzi
1284,13768976,"Matthew Cargill","2025-05-07 20:16:53",0.78947,9,matthewcargill
1285,13235891,Zvik_Ve,"2025-05-05 04:44:02",0.78947,43,zvikve
1286,13770305,"Agnik Ghosh","2025-05-05 07:09:06",0.78947,1,iagnikghosh
1287,13722887,"Sebastian Kewel","2025-05-05 12:22:30",0.78947,23,sebastiankewel
1288,13772054,jisuanjixin,"2025-05-05 13:43:34",0.78947,1,jisuanjixin
1289,13266451,"Quentin Moreno-Gelos","2025-05-05 15:04:35",0.78947,7,quentinmorenogelos
1290,13772627,lll2541,"2025-05-06 17:38:01",0.78947,20,lll2541
1291,13770967,"Group7 ML (ELEN4025A)","2025-05-05 17:53:54",0.78947,10,group7mlelen4025a
1292,13773565,Insafb111,"2025-05-06 21:50:03",0.78947,9,insafb111
1293,13764411,"Yousra AISSA","2025-05-06 19:22:58",0.78947,29,yousraaissa
1294,13761567,"Okwukwe Mbajiorgu","2025-05-05 21:19:32",0.78947,15,okwukwembajiorgu
1295,4083215,akhilseban,"2025-05-06 11:40:54",0.78947,12,akhilseban
1296,13759297,yigytasd,"2025-05-06 08:23:33",0.78947,32,yigytasd
1297,13755408,yalinxia,"2025-05-06 08:35:20",0.78947,21,yalinxia
1298,13758155,"shun shio","2025-05-17 07:17:33",0.78947,23,shunshio
1299,13776490,"Oren Gafni","2025-05-06 09:56:12",0.78947,3,orengafni
1300,13771318,"Nguyễn Hồng Quân","2025-05-06 15:29:07",0.78947,12,youngboisuy
1301,13707457,"Fatema Alawadhi","2025-05-06 19:13:25",0.78947,21,fatemaalawadhi
1302,13719499,"Yuki Yanagita","2025-05-07 02:13:44",0.78947,19,y1206yanagita
1303,13721871,Yomu.21.1212,"2025-05-07 14:28:15",0.78947,2,yomu211212
1304,13786113,"[Deleted] ff272f93-8195-4642-bc00-4f54c2772ca1","2025-05-07 18:49:02",0.78947,10,del=a5b741af7f9b78c3
1305,13782104,BIDeveloper,"2025-05-08 00:28:22",0.78947,13,pratapprasad
1306,3292303,"Altan-Ulzii Chuluun","2025-05-08 03:39:58",0.78947,6,ulziii
1307,13787611,"Maria Paula Rincon Cuervo","2025-05-09 18:43:24",0.78947,5,paularinconcuervo
1308,13789540,"[Deleted] a945ce88-e2f7-4d84-832f-80ac15fd1446","2025-05-09 07:27:13",0.78947,20,del=2f7aab13881af2c6
1309,13790535,"Abdur Rahman #3","2025-05-08 14:04:27",0.78947,1,abdurrahman1746
1310,13790328,"Henry Willett","2025-05-08 14:54:40",0.78947,3,henrywillett001
1311,13791550,"Loren Nashed","2025-05-09 05:28:07",0.78947,12,lorennashed
1312,13756561,Julinapa779,"2025-05-11 15:09:29",0.78947,47,julinapa779
1313,13750712,"Daniel Zakowicz","2025-05-30 20:40:39",0.78947,25,danielzakowicz
1314,13793058,"Vinish Vijay","2025-05-09 04:55:56",0.78947,1,vinishvijay
1315,13793211,"jay jethro84","2025-05-09 07:32:55",0.78947,4,jethro841234
1316,13792807,lhdp,"2025-05-09 10:37:18",0.78947,10,liuhandan
1317,13794513,"[Deleted] fe781aee-b416-4dc8-9cf8-a59c99c627fd","2025-05-09 10:51:51",0.78947,2,del=128b23f0116ab472
1318,13794792,hyk20232005136,"2025-05-09 12:01:00",0.78947,1,hyk20232005136
1319,13794846,xiamingqian,"2025-05-09 13:44:48",0.78947,5,xiamingqian
1320,13143258,"Yasuyuki Koyama","2025-06-02 17:44:49",0.78947,59,yasuyukikoyama
1321,13796405,"Dharun235 ","2025-05-09 19:45:44",0.78947,1,dharun235
1322,13566216,"Dominik Ginko","2025-05-09 20:26:20",0.78947,5,dominikginko
1323,13797324,"leaner of what","2025-05-10 04:50:45",0.78947,2,leanerofwhat
1324,13768875,Cuteo-P,"2025-05-21 11:01:16",0.78947,27,cuteop
1325,13794536,liufeiyv,"2025-05-10 12:28:11",0.78947,3,liufeiyv
1326,13698143,"Jeongho Park","2025-05-14 03:27:31",0.78947,39,jeonghopark1981
1327,13799687,Hilaln,"2025-05-11 15:37:23",0.78947,5,hilaln
1328,12875178,"Frederick Maleka","2025-05-10 19:39:14",0.78947,8,frederickmaleka
1329,352349,"Evan Gloria","2025-05-11 04:26:44",0.78947,16,ebixgl0
1330,13703329,芥舟.枂,"2025-05-11 04:33:37",0.78947,2,ryu24601
1331,13801862,"Livia Liu 050131","2025-05-11 08:33:21",0.78947,1,livialiu050131
1332,13704023,WangZhizhu,"2025-05-11 08:51:47",0.78947,2,wangzhizhu
1333,13703313,"kiki #3","2025-05-11 12:12:18",0.78947,2,kiki1222
1334,1215787,mbrito,"2025-05-24 14:55:18",0.78947,11,mbrito
1335,13703266,zhang0514,"2025-05-12 00:33:26",0.78947,4,zhang0514
1336,13804815,"Kosuke Kameyama","2025-05-12 15:21:01",0.78947,3,kosukekameyama
1337,13798459,"Taylor G","2025-05-12 13:28:53",0.78947,2,taylor076
1338,13808886,"jeffrey kelly","2025-05-12 19:12:19",0.78947,8,jeffreykelly66
1339,13811328,Kong64807584,"2025-05-15 06:32:50",0.78947,9,kong64807584
